"uid","namedLocation","domainID","siteID","plotID","plotType","pointID","startDate","boutNumber","eventID","pointCountMinute","targetTaxaPresent","taxonID","scientificName","taxonRank","vernacularName","observerDistance","detectionMethod","visualConfirmation","sexOrAge","clusterSize","clusterCode","identifiedBy","identificationHistoryID"
"a85a61ae-a9ab-4143-9752-bb5ee98bc3ec","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",9,"2018-06-07T08:59Z",1,"BRD.BART.2018.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",30,"singing","No","Unknown",1,NA,"JRUEB",NA
"c8f1af62-8659-49e6-bed1-618199289cd3","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",9,"2018-06-07T08:59Z",1,"BRD.BART.2018.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",25,"singing","No","Unknown",1,NA,"JRUEB",NA
"3f26e974-bff2-41c0-a3a8-703a9fc4a5dc","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",9,"2018-06-07T08:59Z",1,"BRD.BART.2018.1",1,"Y","WIWR","Troglodytes hiemalis","species","Winter Wren",45,"singing","No","Unknown",1,NA,"JRUEB",NA
"6fdd338b-ccde-467b-92c7-06babdbf0c61","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",9,"2018-06-07T08:59Z",1,"BRD.BART.2018.1",1,"Y","BLBW","Setophaga fusca","species","Blackburnian Warbler",40,"singing","No","Unknown",1,NA,"JRUEB",NA
"82af0b72-4adf-44ec-b9f0-3587b074bf20","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",9,"2018-06-07T08:59Z",1,"BRD.BART.2018.1",3,"Y","HETH","Catharus guttatus","species","Hermit Thrush",40,"singing","No","Unknown",1,NA,"JRUEB",NA
"0f348724-f4d6-405c-8366-610e325401e6","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",9,"2018-06-07T08:59Z",1,"BRD.BART.2018.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",30,"singing","No","Unknown",1,NA,"JRUEB",NA
"7423b5f5-5f9e-473b-933c-5b0f98ed585d","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",9,"2018-06-07T08:59Z",1,"BRD.BART.2018.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",20,"singing","No","Unknown",1,NA,"JRUEB",NA
"7b31c99b-f881-4c48-992a-fffcf39d82af","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",9,"2018-06-07T08:59Z",1,"BRD.BART.2018.1",2,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",50,"singing","No","Unknown",1,NA,"JRUEB",NA
"4883eefa-c8c2-4184-a854-bdc31b53d306","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",8,"2018-06-07T09:14Z",1,"BRD.BART.2018.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",50,"singing","No","Unknown",1,NA,"JRUEB",NA
"9b80fa0a-f1a0-49df-93b4-4ca2864c8b6f","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",8,"2018-06-07T09:14Z",1,"BRD.BART.2018.1",2,"Y","BAWW","Mniotilta varia","species","Black-and-white Warbler",70,"singing","No","Unknown",1,NA,"JRUEB",NA
"ed8831ea-631d-496c-b4be-72555cd19b2f","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",8,"2018-06-07T09:14Z",1,"BRD.BART.2018.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",40,"singing","No","Unknown",1,NA,"JRUEB",NA
"fc1aec2e-f4b5-4046-a5e8-5540e566efef","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",8,"2018-06-07T09:14Z",1,"BRD.BART.2018.1",4,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",30,"singing","No","Unknown",1,NA,"JRUEB",NA
"b1546c1a-6086-4f60-8ab0-2270d07ed8c1","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",8,"2018-06-07T09:14Z",1,"BRD.BART.2018.1",6,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",25,"singing","No","Unknown",1,NA,"JRUEB",NA
"0accdb2f-d4a3-4fd1-9202-824396f42d73","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",8,"2018-06-07T09:14Z",1,"BRD.BART.2018.1",3,"Y","UNWO","Picidae sp.","family",NA,40,"drumming","No","Unknown",1,NA,"JRUEB",NA
"d6b531fb-389f-4da0-94d9-e73922b9661d","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",8,"2018-06-07T09:14Z",1,"BRD.BART.2018.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",80,"singing","No","Unknown",1,NA,"JRUEB",NA
"709a3a07-1135-42d9-acde-0ffc3364dfd5","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",8,"2018-06-07T09:14Z",1,"BRD.BART.2018.1",2,"Y","HETH","Catharus guttatus","species","Hermit Thrush",100,"singing","No","Unknown",1,NA,"JRUEB",NA
"6d5dfe4e-509b-461c-b524-11c946c66d1c","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",8,"2018-06-07T09:14Z",1,"BRD.BART.2018.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",60,"singing","No","Unknown",1,NA,"JRUEB",NA
"ba7a3f04-1977-41ae-bf64-7f6b04ecb12e","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",7,"2018-06-07T09:30Z",1,"BRD.BART.2018.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",35,"singing","No","Unknown",1,NA,"JRUEB",NA
"ffb966cc-4daa-4b2f-8b2f-690cd990a54b","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",7,"2018-06-07T09:30Z",1,"BRD.BART.2018.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",50,"singing","No","Unknown",1,NA,"JRUEB",NA
"4483292f-baa1-4e6f-92ca-c5ca9b6d4179","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",7,"2018-06-07T09:30Z",1,"BRD.BART.2018.1",5,"Y","SCTA","Piranga olivacea","species","Scarlet Tanager",30,"singing","No","Unknown",1,NA,"JRUEB",NA
"8bfee9a9-00f4-45d5-a513-7a80212c85df","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",7,"2018-06-07T09:30Z",1,"BRD.BART.2018.1",4,"Y","BTBW","Setophaga caerulescens","species","Black-throated Blue Warbler",35,"singing","No","Unknown",1,NA,"JRUEB",NA
"bb622c18-620e-4a73-9d17-1585eb312037","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",7,"2018-06-07T09:30Z",1,"BRD.BART.2018.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",30,"singing","No","Unknown",1,NA,"JRUEB",NA
"ae12c0c1-2857-4607-9eea-eb233c29a5cc","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",7,"2018-06-07T09:30Z",1,"BRD.BART.2018.1",5,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",25,"singing","No","Unknown",1,NA,"JRUEB",NA
"30546cb2-6db4-4100-a310-663604fd7c5e","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",4,"2018-06-07T09:49Z",1,"BRD.BART.2018.1",6,"Y","SWTH","Catharus ustulatus","species","Swainson's Thrush",60,"singing","No","Unknown",1,NA,"JRUEB",NA
"98725b59-9e35-451e-967d-b2731b882077","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",4,"2018-06-07T09:49Z",1,"BRD.BART.2018.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",60,"singing","No","Unknown",1,NA,"JRUEB",NA
"f08dcbdb-7a9b-4ae1-8139-f14ee885ae4f","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",4,"2018-06-07T09:49Z",1,"BRD.BART.2018.1",1,"Y","BLBW","Setophaga fusca","species","Blackburnian Warbler",30,"singing","No","Unknown",1,NA,"JRUEB",NA
