"uid","namedLocation","domainID","siteID","plotID","plotType","pointID","startDate","boutNumber","eventID","pointCountMinute","targetTaxaPresent","taxonID","scientificName","taxonRank","vernacularName","observerDistance","detectionMethod","visualConfirmation","sexOrAge","clusterSize","clusterCode","identifiedBy","identificationHistoryID"
"28587fd5-e9c6-4dd9-ac2f-2a80d9d69ec2","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",1,"2017-06-21T09:03Z",1,"BRD.BART.2017.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",40,"singing","No","Male",1,NA,"JRUEB",NA
"09f4496e-72c5-42ff-a4bf-aadcbf739397","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",1,"2017-06-21T09:03Z",1,"BRD.BART.2017.1",2,"Y","RBWO","Melanerpes carolinus","species","Red-bellied Woodpecker",20,"calling","No","Unknown",1,NA,"JRUEB",NA
"8721c42a-1e64-4c60-a40f-26b41ec3f51a","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",1,"2017-06-21T09:03Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",45,"singing","No","Male",1,NA,"JRUEB",NA
"8ea10abd-5835-4fda-b592-ba3533c3311a","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",1,"2017-06-21T09:03Z",1,"BRD.BART.2017.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",40,"singing","No","Male",1,NA,"JRUEB",NA
"39915ebd-b013-4681-9903-9debb0ab7166","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",1,"2017-06-21T09:03Z",1,"BRD.BART.2017.1",1,"Y","HETH","Catharus guttatus","species","Hermit Thrush",50,"singing","No","Male",1,NA,"JRUEB",NA
"0d6d00c8-9401-400c-afef-813edad380dd","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",1,"2017-06-21T09:03Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",35,"singing","No","Male",1,NA,"JRUEB",NA
"d8a29e39-89fe-4db0-98b6-4251603b6c8e","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",2,"2017-06-21T09:22Z",1,"BRD.BART.2017.1",6,"Y","HETH","Catharus guttatus","species","Hermit Thrush",60,"singing","No","Male",1,NA,"JRUEB",NA
"707dbdc6-53c5-4135-b136-2e683f1759cb","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",2,"2017-06-21T09:22Z",1,"BRD.BART.2017.1",4,"Y","UNWO","Picidae sp.","family",NA,50,"drumming","No","Unknown",1,NA,"JRUEB",NA
"3de966a7-9ff8-47c2-a0fc-b3f50658c8ff","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",2,"2017-06-21T09:22Z",1,"BRD.BART.2017.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",30,"singing","No","Male",1,NA,"JRUEB",NA
"bb9efaf3-f6db-4754-adc0-4ceafd86997c","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",2,"2017-06-21T09:22Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",25,"singing","No","Male",1,NA,"JRUEB",NA
"4f029ed3-acbf-46ad-801d-04a68b5cec28","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",2,"2017-06-21T09:22Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",35,"singing","No","Male",1,NA,"JRUEB",NA
"bf6c5226-2d64-4ab1-9860-88549656b0e9","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",2,"2017-06-21T09:22Z",1,"BRD.BART.2017.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",35,"singing","No","Male",1,NA,"JRUEB",NA
"67d6d8f6-2c80-4237-a669-b30224892bf7","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",2,"2017-06-21T09:22Z",1,"BRD.BART.2017.1",5,"Y","BLJA","Cyanocitta cristata","species","Blue Jay",55,"calling","No","Unknown",1,NA,"JRUEB",NA
"7ce89faa-b1f4-448c-89bb-f8e2cc6d957b","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",3,"2017-06-21T09:38Z",1,"BRD.BART.2017.1",3,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",20,"singing","No","Male",1,NA,"JRUEB",NA
"16c9afa4-63ca-460a-9a4a-c600662366ae","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",3,"2017-06-21T09:38Z",1,"BRD.BART.2017.1",1,"Y","HETH","Catharus guttatus","species","Hermit Thrush",40,"singing","No","Male",1,NA,"JRUEB",NA
"847df036-3769-466a-a068-b1506166f425","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",3,"2017-06-21T09:38Z",1,"BRD.BART.2017.1",1,"Y","HETH","Catharus guttatus","species","Hermit Thrush",70,"singing","No","Male",1,NA,"JRUEB",NA
"a83cdde7-af98-4e19-84d5-c875dad0779c","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",3,"2017-06-21T09:38Z",1,"BRD.BART.2017.1",1,"Y","BLBW","Setophaga fusca","species","Blackburnian Warbler",25,"singing","No","Male",1,NA,"JRUEB",NA
"10a01e83-691d-4620-9dbd-cf6916ea7438","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",6,"2017-06-21T09:57Z",1,"BRD.BART.2017.1",2,"Y","BLBW","Setophaga fusca","species","Blackburnian Warbler",30,"singing","No","Male",1,NA,"JRUEB",NA
